osiics_16_code;problem_type;osiics_16_level_1;osiics_16_level_2;osiics_16_level_3;osiics_16_level_4
KF2;Injury;Knee;Bone;Fracture;Intraarticular femoral fracture
KFF;Injury;Knee;Bone;Fracture;Distal femoral fracture
KFI;Injury;Knee;Bone;Fracture;Intraarticular tibial fracture
KFT;Injury;Knee;Bone;Fracture;Proximal tibial fracture
KFX;Injury;Knee;Bone;Fracture;Knee fractures
KSP;Injury;Knee;Bone;Bone stress injury;Patellar stress fracture
KSX;Injury;Knee;Bone;Bone stress injury;Knee stress fracture
KS1;Injury;Knee;Bone;Bone stress injury;Distal femoral stress fracture
KJX;Injury;Knee;Bone;Bone contusion;Knee bone contusion
DG1;Injury;Thoracic spine;Bone;Physis injury;Scheuermanns disease
LGJ;Injury;Lumbosacral;Bone;Physis injury;Lumbar spine joint injury
GGT;Injury;Hip/groin;Bone;Physis injury;Traction injury to apophysis at groin/hip joint
GG1;Injury;Hip/groin;Bone;Physis injury;Traction injury to apophysis at buttock and pelvis
GG2;Injury;Hip/groin;Bone;Physis injury;Slipped capital femoral epiphysis
KC5;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Medial and lateral meniscal tears
KCO;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Osteochondritis dissecans medial or lateral femoral condyle
KCP;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Patellofemoral joint chondral pain
KCT;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Tibial osteochondral injury
KCM;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Medial femoral condyle osteochondral injury
KCL;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Knee cartilage injury with loose bodies
KCK;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Lateral femoral condyle osteochondral injury
KCD;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Degenerative meniscal tear
KCU;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Patellofemoral osteochondral injury
KCC;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Lateral meniscal cyst
KC7;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Osteochondritis dissecans patella
KC4;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Osteochondrosis of knee
KC3;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Lateral meniscal tear
KC2;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Medial meniscal tear
KC1;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Knee articular cartilage damage
KC8;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Knee joint cartilage injury (unspecified)
KCB;Injury;Knee;Cartilage/synovium/bursa;Cartilage injury;Mixed osteochondral and meniscal injury
KAG;Injury;Knee;Cartilage/synovium/bursa;Arthritis;Bi- or tri-compartmental osteoarthritis
KAP;Injury;Knee;Cartilage/synovium/bursa;Arthritis;Patellofemoral osteoarthritis
KAM;Injury;Knee;Cartilage/synovium/bursa;Arthritis;Medial compartment osteoarthritis knee
KAH;Injury;Knee;Cartilage/synovium/bursa;Arthritis;Post arthroplasty knee
KA1;Injury;Knee;Cartilage/synovium/bursa;Arthritis;Knee osteoarthritis
KAL;Injury;Knee;Cartilage/synovium/bursa;Arthritis;Lateral compartment osteoarthritis knee
KQB;Injury;Knee;Cartilage/synovium/bursa;Synovitis/capsulitis;Baker's cyst
KQH;Injury;Knee;Cartilage/synovium/bursa;Synovitis/capsulitis;Hoffa's fat pad impingement
KQS;Injury;Knee;Cartilage/synovium/bursa;Synovitis/capsulitis;Knee joint synovitis
KBI;Injury;Knee;Cartilage/synovium/bursa;Bursitis;Infrapatella fat pad contusion/haematoma +/- bursitis
KBP;Injury;Knee;Cartilage/synovium/bursa;Bursitis;Prepatellar bursitis
KBPT;Injury;Knee;Cartilage/synovium/bursa;Bursitis;Traumatic knee bursitis
KLX;Injury;Knee;Ligament/joint capsule;Joint sprain;Combined ligament injuries knee
KLT;Injury;Knee;Ligament/joint capsule;Joint sprain;PLC injury with chondral /meniscal injury
KLY;Injury;Knee;Ligament/joint capsule;Joint sprain;MCL strain/rupture with chondral/meniscal damage knee
KLK;Injury;Knee;Ligament/joint capsule;Joint sprain;Combined ligament injury with chondral/meniscal injury
KLZ;Injury;Knee;Ligament/joint capsule;Joint sprain;Knee sprains/ligament injuries
KLV;Injury;Knee;Ligament/joint capsule;Joint sprain;Grade 1 MCL tear knee
KLS;Injury;Knee;Ligament/joint capsule;Joint sprain;Complication post MCL strain/rupture incl Pellegrini Stieda lesion
KLQ;Injury;Knee;Ligament/joint capsule;Joint sprain;Partial PCL tear
KLP;Injury;Knee;Ligament/joint capsule;Joint sprain;PCL rupture
KLM;Injury;Knee;Ligament/joint capsule;Joint sprain;MCL rupture knee
KLL;Injury;Knee;Ligament/joint capsule;Joint sprain;Posterolateral corner and LCL ligament injuries knee
KLW;Injury;Knee;Ligament/joint capsule;Joint sprain;Grade 2 MCL tear knee
KLI;Injury;Knee;Ligament/joint capsule;Joint sprain;Partial ACL tear
KL6;Injury;Knee;Ligament/joint capsule;Joint sprain;Knee medial patellofemoral ligament injury
KL2;Injury;Knee;Ligament/joint capsule;Joint sprain;PCL injury
KL3;Injury;Knee;Ligament/joint capsule;Joint sprain;MCL injury
KL4;Injury;Knee;Ligament/joint capsule;Joint sprain;LCL strain/rupture
KL5;Injury;Knee;Ligament/joint capsule;Joint sprain;Knee posterolateral complex strain/tear
KLA;Injury;Knee;Ligament/joint capsule;Joint sprain;ACL rupture
KLC;Injury;Knee;Ligament/joint capsule;Joint sprain;ACL strain/rupture with chondral/meniscal injury
KLG;Injury;Knee;Ligament/joint capsule;Joint sprain;ACL graft rupture
KL1;Injury;Knee;Ligament/joint capsule;Joint sprain;Anterior cruciate ligament (acl) injury
KD1;Injury;Knee;Ligament/joint capsule;Joint sprain;Dislocated patella
KDT;Injury;Knee;Ligament/joint capsule;Joint sprain;Superior tibiofibular joint dislocation
KDS;Injury;Knee;Ligament/joint capsule;Joint sprain;Patellar subluxation
KDP;Injury;Knee;Ligament/joint capsule;Joint sprain;Patellar dislocation with avulsion fracture patella
KD2;Injury;Knee;Ligament/joint capsule;Joint sprain;Knee dislocation with neural or vascular complication
KDK;Injury;Knee;Ligament/joint capsule;Joint sprain;Knee dislocation
KUM;Injury;Knee;Ligament/joint capsule;Chronic instability;Chronic MCL insufficiency
KUZ;Injury;Knee;Ligament/joint capsule;Chronic instability;Other instability
KUP;Injury;Knee;Ligament/joint capsule;Chronic instability;Chronic PCL insufficiency
KU2;Injury;Knee;Ligament/joint capsule;Chronic instability;Patellar instability
KU1;Injury;Knee;Ligament/joint capsule;Chronic instability;Chronic acl insufficiency
KUX;Injury;Knee;Ligament/joint capsule;Chronic instability;Knee instability (chronic or recurrent subluxations)
KV1;Injury;Knee;Superficial tissues/skin;Contusion (superficial);Knee contusion/haematoma (extraarticular)
KVM;Injury;Knee;Superficial tissues/skin;Contusion (superficial);Knee MCL contusion
KK1;Injury;Knee;Muscle/tendon;Laceration;Lacerated knee
KKD;Injury;Knee;Muscle/tendon;Laceration;Deep knee laceration - intraarticular
KKS;Injury;Knee;Muscle/tendon;Laceration;Superficial knee laceration/abrasion
KIX;Injury;Knee;Superficial tissues/skin;Abrasion;Knee abrasion
KWI;Injury;Knee;Stump;Stump injury;Infection of stump knee
KWS;Injury;Knee;Stump;Stump injury;Stump pressure injury knee
KPR;Injury;Knee;Non-specific;Injury without tissue type specified;PCL strain/rupture with associated chondral/meniscal injury
KPA;Injury;Knee;Non-specific;Injury without tissue type specified;Patellofemoral pain with patellar tendinopathy
KQ3;Injury;Knee;Non-specific;Injury without tissue type specified;Synovial plica of knee
KP4;Injury;Knee;Non-specific;Injury without tissue type specified;Knee impingement/synovitis/biomechanical lesion not associated with other conditions
KZ1;Injury;Knee;Non-specific;Unknown;Knee pain/injury not otherwise specified
KZ2;Injury;Knee;Non-specific;Unknown;Knee haemarthrosis cause undiagnosed
KZA;Injury;Knee;Non-specific;Unknown;Post knee reconstruction
KZS;Injury;Knee;Non-specific;Unknown;Post knee surgery
KZZ;Injury;Knee;Non-specific;Unknown;Knee pain undiagnosed
QMSA;Injury;Lower leg;Muscle/tendon;Muscle injury;Soleus strain a/w accessory soleus
QMT;Injury;Lower leg;Muscle/tendon;Muscle injury;Calf muscle cramps/spasm
QMP;Injury;Lower leg;Muscle/tendon;Muscle injury;Tibialis posterior strain
QMM;Injury;Lower leg;Muscle/tendon;Muscle injury;Medial gastroc strain
QMLX;Injury;Lower leg;Muscle/tendon;Muscle injury;Lateral compartment muscle injury
QML;Injury;Lower leg;Muscle/tendon;Muscle injury;Lateral gastroc strain
QM1;Injury;Lower leg;Muscle/tendon;Muscle injury;Gastrocnemius muscle injury/strain
QMA;Injury;Lower leg;Muscle/tendon;Muscle injury;Anterior compartment muscle injury
QMD;Injury;Lower leg;Muscle/tendon;Muscle injury;Delayed onset muscle soreness
QMX;Injury;Lower leg;Muscle/tendon;Muscle injury;Lower leg muscle injury
QMS;Injury;Lower leg;Muscle/tendon;Muscle injury;Soleus muscle strain
QMYP;Injury;Lower leg;Muscle/tendon;Muscle injury;Peroneal trigger points/spasm
QMYG;Injury;Lower leg;Muscle/tendon;Muscle injury;Gastroc muscle trigger points/spasm
QH2;Injury;Lower leg;Muscle/tendon;Muscle contusion;Calf contusion/haematoma
QHZ;Injury;Lower leg;Superficial tissues/skin;Contusion (superficial);Other shin soft tissue bruising/haematoma not otherwise specified
QHP;Injury;Lower leg;Muscle/tendon;Muscle contusion;Peroneal haematoma
QHA;Injury;Lower leg;Muscle/tendon;Muscle contusion;Tib anterior haematoma
QH1;Injury;Lower leg;Superficial tissues/skin;Contusion (superficial);Leg soft tissue bruising/haematoma
QHM;Injury;Lower leg;Muscle/tendon;Muscle contusion;Lower leg muscle haematoma
QYA;Injury;Lower leg;Muscle/tendon;Muscle compartment syndrome;Anterior compartment syndrome
QY2;Injury;Lower leg;Muscle/tendon;Muscle compartment syndrome;Acute anterior compartment syndrome
QYB;Injury;Lower leg;Muscle/tendon;Muscle compartment syndrome;Tenoperiostitis of lower leg
QYD;Injury;Lower leg;Muscle/tendon;Muscle compartment syndrome;Deep posterior compartment syndrome
QYS;Injury;Lower leg;Muscle/tendon;Muscle compartment syndrome;Post compartment release surgery
QYP;Injury;Lower leg;Muscle/tendon;Muscle compartment syndrome;Posterior compartment syndrome
QYM;Injury;Lower leg;Muscle/tendon;Muscle compartment syndrome;Compartment syndrome multiple sites lower leg
QYF;Injury;Lower leg;Muscle/tendon;Muscle compartment syndrome;Other acute compartment syndrome to lower leg
QYL;Injury;Lower leg;Muscle/tendon;Muscle compartment syndrome;Lateral (peroneal) compartment syndrome
QTT;Injury;Lower leg;Muscle/tendon;Tendinopathy;Anterior shin splints
QT1;Injury;Lower leg;Muscle/tendon;Tendinopathy;Medial tibial stress syndrome ('shin splints')
QTA;Injury;Lower leg;Muscle/tendon;Tendinopathy;Achilles tendinopathy
QTPT;Injury;Lower leg;Muscle/tendon;Tendinopathy;Plantaris tendinopathy
QTAP;Injury;Lower leg;Muscle/tendon;Tendinopathy;Achilles paratenon injury
QTS;Injury;Lower leg;Muscle/tendon;Tendinopathy;Post achilles tendon surgery
QTB;Injury;Lower leg;Muscle/tendon;Tendinopathy;Achilles enthesopathy with retrocalcaneal bursitis
QRA;Injury;Lower leg;Muscle/tendon;Tendon rupture;Achilles tendon rupture
QRI;Injury;Lower leg;Muscle/tendon;Tendon rupture;Insertional achilles tendon rupture
QRM;Injury;Lower leg;Muscle/tendon;Tendon rupture;Midsubstance achilles tendon rupture
QRP;Injury;Lower leg;Muscle/tendon;Tendon rupture;Plantaris tendon rupture
GGA;Injury;Hip/groin;Bone;Physis injury;Other apophysitis/avulsion fracture groin/hip
GGF;Injury;Hip/groin;Bone;Physis injury;Osteochondroses of hip joint
QFO;Injury;Lower leg;Bone;Fracture;Fractured midshaft tibia
QFZ;Injury;Lower leg;Bone;Fracture;Compound fractured tibia +/- fibula
QFX;Injury;Lower leg;Bone;Fracture;Lower leg fractures
QFT;Injury;Lower leg;Bone;Fracture;Fractured midshaft tibia and fibula
QFQ;Injury;Lower leg;Bone;Fracture;Fractured tibia +/- fibula  with other complication (e.g. compartment syndrome)
QFN;Injury;Lower leg;Bone;Fracture;Fractured fibula with associated peroneal nerve injury
QFM;Injury;Lower leg;Bone;Fracture;Fractured midshaft fibula
QFH;Injury;Lower leg;Bone;Fracture;Fractured proximal fibula
QFF;Injury;Lower leg;Bone;Fracture;Fractured fibula
QF2;Injury;Lower leg;Bone;Fracture;Fractured distal shaft fibula
QF1;Injury;Lower leg;Bone;Fracture;Fractured tibia +/- fibula
QFS;Injury;Lower leg;Bone;Fracture;Fractured mid-fibula with associated syndesmosis injury ankle
QSA;Injury;Lower leg;Bone;Bone stress injury;Stress fracture anterior cortex tibia
QSOT;Injury;Lower leg;Bone;Bone stress injury;Tibial bone oedema
QSOF;Injury;Lower leg;Bone;Bone stress injury;Fibula bone oedema
QST;Injury;Lower leg;Bone;Bone stress injury;Stress fracture tibia
QSL;Injury;Lower leg;Bone;Bone stress injury;Stress fracture fibula involving cortex
QS2;Injury;Lower leg;Bone;Bone stress injury;Fibular bone stress lesion
QS1;Injury;Lower leg;Bone;Bone stress injury;Tibial bone stress lesion
QSP;Injury;Lower leg;Bone;Bone stress injury;Stress fracture posteromedial tibia
QJX;Injury;Lower leg;Bone;Bone contusion;Lower leg bone contusion
QZS;Injury;Lower leg;Cartilage/synovium/bursa;Arthritis;Post lower leg surgery
QQ1;Injury;Lower leg;Cartilage/synovium/bursa;Synovitis/capsulitis;Ruptured baker's cyst
QBC;Injury;Lower leg;Cartilage/synovium/bursa;Bursitis;Calcaneal bursitis (pump bump)
QBX;Injury;Lower leg;Cartilage/synovium/bursa;Bursitis;Bursitis not otherwise specified
QL1;Injury;Lower leg;Ligament/joint capsule;Joint sprain;Sprained superior tibiofibular joint
QVT;Injury;Lower leg;Superficial tissues/skin;Contusion (superficial);Pretibial periosteal bruising/haematoma
QV4;Injury;Lower leg;Vessels;Vascular trauma;Popliteal artery entrapment
QVV;Injury;Lower leg;Vessels;Vascular trauma;Other vascular injury to lower leg
QVX;Injury;Lower leg;Vessels;Vascular trauma;Vascular injury lower leg
QKXQ;Injury;Lower leg;Muscle/tendon;Laceration;Other complication of lower leg laceration/abrasion
QKXI;Injury;Lower leg;Muscle/tendon;Laceration;Infection as complication of lower leg laceration/abrasion
QK2;Injury;Lower leg;Muscle/tendon;Laceration;Calf laceration/abrasion
QK1;Injury;Lower leg;Muscle/tendon;Laceration;Lower leg laceration
QIS;Injury;Lower leg;Superficial tissues/skin;Abrasion;Shin abrasion
QI1;Injury;Lower leg;Superficial tissues/skin;Abrasion;Lower leg soft tissue infection
QISP;Injury;Lower leg;Superficial tissues/skin;Abrasion;Lower leg skin pressure injury
QWS;Injury;Lower leg;Stump;Stump injury;Stump pressure injury lower limb
QWI;Injury;Lower leg;Stump;Stump injury;Infection of stump lower leg
QPY;Injury;Lower leg;Non-specific;Injury without tissue type specified;Other leg overuse injury
QPS;Injury;Lower leg;Non-specific;Injury without tissue type specified;Soleus trigger points/spasm
QZZ;Injury;Lower leg;Non-specific;Unknown;Lower leg pain undiagnosed
QZ1;Injury;Lower leg;Non-specific;Unknown;Other lower leg pain/injury not otherwise specified
AT5;Injury;Ankle;Muscle/tendon;Tendinopathy;Tibialis anterior tenosynovitis
ATX;Injury;Ankle;Muscle/tendon;Tendinopathy;Ankle tendon injury
ATP;Injury;Ankle;Muscle/tendon;Tendinopathy;Peroneal tendon subluxation/dislocation
ATE;Injury;Ankle;Muscle/tendon;Tendinopathy;Extensor tendon injuries at ankle
AT6;Injury;Ankle;Muscle/tendon;Tendinopathy;Peroneal tendinopathy
AT7;Injury;Ankle;Muscle/tendon;Tendinopathy;Flexor hallucis longus tendinopathy
ARP;Injury;Ankle;Muscle/tendon;Tendon rupture;Tibialis posterior tendon rupture
ARH;Injury;Ankle;Muscle/tendon;Tendon rupture;Flexor hallucis longus rupture
GGH;Injury;Hip/groin;Bone;Physis injury;Apophysitis/avulsion fracture ischial tuberosity
GGO;Injury;Hip/groin;Bone;Physis injury;Apophysitis/avulsion fracture iliac crest
GGR;Injury;Hip/groin;Bone;Physis injury;Apophysitis/avulsion fracture anterior inferior iliac spine (aiis)
GGS;Injury;Hip/groin;Bone;Physis injury;Apophysitis/avulsion fracture anterior superior iliac spine (asis)
AFS;Injury;Ankle;Bone;Fracture;Fractured lateral process talus
AFT;Injury;Ankle;Bone;Fracture;Fractured talar dome
AFP;Injury;Ankle;Bone;Fracture;Fracture posterior malleolus
AFO;Injury;Ankle;Bone;Fracture;Fractured os trigonum
AFN;Injury;Ankle;Bone;Fracture;Fractured talar neck
AFM;Injury;Ankle;Bone;Fracture;Medial malleolus fracture
AFG;Injury;Ankle;Bone;Fracture;Fractured posterior process talus
AFX;Injury;Ankle;Bone;Fracture;Trimalleolar fracture
AFD;Injury;Ankle;Bone;Fracture;Ankle fracture with diastasis of syndesmosis
AFB;Injury;Ankle;Bone;Fracture;Bimalleolar fracture
AFL;Injury;Ankle;Bone;Fracture;Lateral malleolus fracture
AF2;Injury;Ankle;Bone;Fracture;Fractured talus
AF1;Injury;Ankle;Bone;Fracture;Fracture ankle
ASX;Injury;Ankle;Bone;Bone stress injury;Ankle stress fracture
ASM;Injury;Ankle;Bone;Bone stress injury;Stress fracture medial malleolus
ASL;Injury;Ankle;Bone;Bone stress injury;Stress fracture lateral malleolus
AS1;Injury;Ankle;Bone;Bone stress injury;Stress fracture talus
ASC;Injury;Ankle;Bone;Bone stress injury;Stress injury calcaneus
AJT;Injury;Ankle;Bone;Bone contusion;Talar dome bone bruise
AJX;Injury;Ankle;Bone;Bone contusion;Ankle bone contusion
AEX;Injury;Ankle;Bone;Avascular necrosis;Ankle avascular necrosis
TGX;Injury;Thigh;Bone;Physis injury;Thigh region physis injury
KGO;Injury;Knee;Bone;Physis injury;Osgood-schlatter syndrome
KGS;Injury;Knee;Bone;Physis injury;Apophysitis/avulsion fracture distal pole patella/sinding larsen johansson syndrome (sljs)
AC1;Injury;Ankle;Cartilage/synovium/bursa;Cartilage injury;Ankle osteochondral injuries
AA1;Injury;Ankle;Cartilage/synovium/bursa;Arthritis;Ankle joint osteoarthritis
AQX;Injury;Ankle;Cartilage/synovium/bursa;Synovitis/capsulitis;Ankle synovitis/impingement/bursitis
AQS;Injury;Ankle;Cartilage/synovium/bursa;Synovitis/capsulitis;Ankle joint synovitis
AQP;Injury;Ankle;Cartilage/synovium/bursa;Synovitis/capsulitis;Posterior impingement ankle
AQA;Injury;Ankle;Cartilage/synovium/bursa;Synovitis/capsulitis;Ankle anterior impingement
AL1;Injury;Ankle;Ligament/joint capsule;Joint sprain;Sprain lateral collateral ligament ankle
AL2;Injury;Ankle;Ligament/joint capsule;Joint sprain;Sprain medial collateral (deltoid) ligament ankle
ALA;Injury;Ankle;Ligament/joint capsule;Joint sprain;Anterior talofibular ligament sprain
ALJ;Injury;Ankle;Ligament/joint capsule;Joint sprain;Ankle sprains
ALR;Injury;Ankle;Ligament/joint capsule;Joint sprain;Lateral ligaments rupture (grade 3 injury)
ALC;Injury;Ankle;Ligament/joint capsule;Joint sprain;Calcaneofibular ligament sprain
ALS;Injury;Ankle;Ligament/joint capsule;Joint sprain;Inferior tibiofibular syndesmosis sprain
ALM;Injury;Ankle;Ligament/joint capsule;Joint sprain;Ankle multiple ligaments sprain
AD1;Injury;Ankle;Ligament/joint capsule;Joint sprain;Ankle dislocation
AUX;Injury;Ankle;Ligament/joint capsule;Chronic instability;Chronic ankle instability
AUM;Injury;Ankle;Ligament/joint capsule;Chronic instability;Chronic medial instability
AU1;Injury;Ankle;Ligament/joint capsule;Chronic instability;Chronic lateral instability
AV1;Injury;Ankle;Superficial tissues/skin;Contusion (superficial);Ankle contusion/haematoma
AKD;Injury;Ankle;Muscle/tendon;Laceration;Deep (intraarticular) laceration ankle
AKS;Injury;Ankle;Muscle/tendon;Laceration;Superficial ankle laceration/abrasion
AKI;Injury;Ankle;Muscle/tendon;Laceration;Complication of ankle laceration incl infection
AKX;Injury;Ankle;Muscle/tendon;Laceration;Ankle laceration
AIX;Injury;Ankle;Superficial tissues/skin;Abrasion;Ankle abrasion
AP2;Injury;Ankle;Non-specific;Injury without tissue type specified;Functional pain ankle
AZZ;Injury;Ankle;Non-specific;Unknown;Other ankle pain/injury not otherwise specified
AZ1;Injury;Ankle;Non-specific;Unknown;Ankle pain/injury undiagnosed
AZS;Injury;Ankle;Non-specific;Unknown;Post ankle surgery
FM1;Injury;Foot;Muscle/tendon;Muscle injury;Foot muscle strain/spasm/trigger points
FH3;Injury;Foot;Superficial tissues/skin;Contusion (superficial);Fat pad contusion heel
FYX;Injury;Foot;Muscle/tendon;Muscle compartment syndrome;Foot muscle compartment syndrome
FT6;Injury;Foot;Muscle/tendon;Tendinopathy;Cuboid syndrome
FTX;Injury;Foot;Muscle/tendon;Tendinopathy;Foot tendon injuries
FTT;Injury;Foot;Muscle/tendon;Tendinopathy;Tibialis posterior insertional tendinopathy
FTM;Injury;Foot;Muscle/tendon;Tendinopathy;Mid/distal plantar fasciitis
FT7;Injury;Foot;Muscle/tendon;Tendinopathy;Tibialis posterior tendinopathy
FT2;Injury;Foot;Muscle/tendon;Tendinopathy;Extensor tendon injury in foot
FT1;Injury;Foot;Muscle/tendon;Tendinopathy;Plantar heel pain (fasciitis/strain/calcaneal spur)
FTE;Injury;Foot;Muscle/tendon;Tendinopathy;Extensor tendinopathy in foot
FRE;Injury;Foot;Muscle/tendon;Tendon rupture;Ruptured toe extensor tendon
FRP;Injury;Foot;Muscle/tendon;Tendon rupture;Plantar fascia rupture
FR1;Injury;Foot;Muscle/tendon;Tendon rupture;Peroneal tendon rupture
KGPB;Injury;Knee;Bone;Physis injury;Patella symptoms related to bipartite patella
KGT;Injury;Knee;Bone;Physis injury;Traction injury to apophysis at knee
FFS;Injury;Foot;Bone;Fracture;Fracture 2nd metatarsal
FFT;Injury;Foot;Bone;Fracture;Fracture great toe distal phalanx
FFU;Injury;Foot;Bone;Fracture;Complication of fractured foot including non union
FFZ;Injury;Foot;Bone;Fracture;Fracture tarsal bone
FFX;Injury;Foot;Bone;Fracture;Fracture two or more metatarsals
FFB;Injury;Foot;Bone;Fracture;Avulsion fracture 5th metatarsal base
FFC;Injury;Foot;Bone;Fracture;Fractured calcaneus
FFN;Injury;Foot;Bone;Fracture;Fracture navicular
FFM;Injury;Foot;Bone;Fracture;Fracture 1st metatarsal
FFI;Injury;Foot;Bone;Fracture;Fracture 3rd metatarsal
FFH;Injury;Foot;Bone;Fracture;Fracture great toe
FFF;Injury;Foot;Bone;Fracture;Fracture cuneiform
FF1;Injury;Foot;Bone;Fracture;Fracture cuboid
FFA;Injury;Foot;Bone;Fracture;Fractured anterior process calcaneus
FF2;Injury;Foot;Bone;Fracture;Fractured metatarsal(s)
FF3;Injury;Foot;Bone;Fracture;Fractured phalanx (foot)
FF4;Injury;Foot;Bone;Fracture;Fracture 4th metatarsal
FF5;Injury;Foot;Bone;Fracture;Fracture 5th metatarsal shaft
FFG;Injury;Foot;Bone;Fracture;Fracture great toe proximal phalanx
FSS;Injury;Foot;Bone;Bone stress injury;Second metatarsal stress fracture
FSF;Injury;Foot;Bone;Bone stress injury;Cuneiform stress fracture
FSB;Injury;Foot;Bone;Bone stress injury;Base second metatarsal stress fracture
FST;Injury;Foot;Bone;Bone stress injury;Sesamoid stress fracture
FSR;Injury;Foot;Bone;Bone stress injury;Stress reaction metatarsal/metatarsalgia
FSP;Injury;Foot;Bone;Bone stress injury;Sesamoid stress injury
FSN;Injury;Foot;Bone;Bone stress injury;Navicular stress fracture
FSI;Injury;Foot;Bone;Bone stress injury;Third metatarsal stress fracture
FSD;Injury;Foot;Bone;Bone stress injury;Cuboid stress fracture
FSC;Injury;Foot;Bone;Bone stress injury;Stress fracture calcaneus
FS5;Injury;Foot;Bone;Bone stress injury;Fifth metatarsal stress fracture
FS4;Injury;Foot;Bone;Bone stress injury;Fourth metatarsal stress fracture
FS3;Injury;Foot;Bone;Bone stress injury;Sesamoiditis/stress fracture
FSM;Injury;Foot;Bone;Bone stress injury;Other metatarsal stress fracture
FS2;Injury;Foot;Bone;Bone stress injury;Stress fracture metatarsal
FS1;Injury;Foot;Bone;Bone stress injury;Stress reactions/fractures in foot
FSON;Injury;Foot;Bone;Bone stress injury;Navicular bone oedema
FSA;Injury;Foot;Bone;Bone stress injury;First metatarsal stress fracture
FJX;Injury;Foot;Bone;Bone contusion;Foot bone bruise
FEN;Injury;Foot;Bone;Avascular necrosis;Non union navicular stress fracture
FES;Injury;Foot;Bone;Avascular necrosis;Avascular necrosis sesamoid great toe
KGB;Injury;Knee;Bone;Physis injury;Epiphysitis of medial tibial plateau (blount's disease)
AGA;Injury;Ankle;Bone;Physis injury;Traction injury to apophysis ankle
AGT;Injury;Ankle;Bone;Physis injury;Osteochondrosis of ankle
AGC;Injury;Ankle;Bone;Physis injury;Apophysitis/avulsion fracture to calcaneus (sever's disease)
FCX;Injury;Foot;Cartilage/synovium/bursa;Cartilage injury;Foot chondral/osteochondral lesion
FC1;Injury;Foot;Cartilage/synovium/bursa;Cartilage injury;Osteochondrosis of foot
FAS;Injury;Foot;Cartilage/synovium/bursa;Arthritis;Subtalar joint arthritis
FAF;Injury;Foot;Cartilage/synovium/bursa;Arthritis;Bunion 5th MTP joint
FAT;Injury;Foot;Cartilage/synovium/bursa;Arthritis;Arthritis of lesser toes
FA1;Injury;Foot;Cartilage/synovium/bursa;Arthritis;Bunion of great toe metatarsophalangeal (mtp) joint
FA2;Injury;Foot;Cartilage/synovium/bursa;Arthritis;Arthritis of midfoot
FAX;Injury;Foot;Cartilage/synovium/bursa;Arthritis;Foot osteoarthritis
FAH;Injury;Foot;Cartilage/synovium/bursa;Arthritis;Arthritis MTP joint great toe/Hallux Rigidus
FQ3;Injury;Foot;Cartilage/synovium/bursa;Synovitis/capsulitis;Sinus tarsi syndrome (subtalar joint synovitis)
FQM;Injury;Foot;Cartilage/synovium/bursa;Synovitis/capsulitis;Synovitis of midfoot joints
FQ2;Injury;Foot;Cartilage/synovium/bursa;Synovitis/capsulitis;Synovitis of MTP joint(s)
FL1;Injury;Foot;Ligament/joint capsule;Joint sprain;Midfoot joint/ligament sprain (incl lisfranc)
FLF;Injury;Foot;Ligament/joint capsule;Joint sprain;Spring ligament sprain in foot
FLG;Injury;Foot;Ligament/joint capsule;Joint sprain;Sprain IP ligament(s) great toe
FLJ;Injury;Foot;Ligament/joint capsule;Joint sprain;Foot joint sprain
FLL;Injury;Foot;Ligament/joint capsule;Joint sprain;Plantar plate disruption MTP joint
FLT;Injury;Foot;Ligament/joint capsule;Joint sprain;Sprained toe/'turf toe'
FDM;Injury;Foot;Ligament/joint capsule;Joint sprain;Dislocation of lesser toe MTP joint
FDX;Injury;Foot;Ligament/joint capsule;Joint sprain;Foot dislocation
FDP;Injury;Foot;Ligament/joint capsule;Joint sprain;Dislocation of IP joint of lesser toe
FD2;Injury;Foot;Ligament/joint capsule;Joint sprain;Dislocation of great toe MTP joint
FDT;Injury;Foot;Ligament/joint capsule;Joint sprain;Dislocation of midfoot through tarsometatarsal (tmt) joints/lisfranc dislocation
FUX;Injury;Foot;Ligament/joint capsule;Chronic instability;Foot joint chronic instability
FV1;Injury;Foot;Superficial tissues/skin;Contusion (superficial);Foot contusion/haematoma
FVX;Injury;Foot;Superficial tissues/skin;Contusion (superficial);Other foot soft tissue bruising/haematoma not elsewhere specified
