competition_id;team_id;player_id;half_time;match_run_time_in_ms;match_run_time;match_time_in_ms;match_time;ball_state;player_injury_signs;contact_type;contact_type_detail;body_profile;injury_body_location;body_part;injured_player_velocity;jump_detail;run_detail;run_detail_extra;other_player_body_location;other_player_body_part;other_player_velocity;other_player_jump_detail;other_player_run_detail;other_player_run_detail_extra;game_reaction;referee_action;referee_action_play_stopped;medic_required;assessment_required_on_pitch;assessment_required_pitch_side;injury_outcome;injury_outcome_action;injured_player_sanction;other_player_sanction;time_from_injury_start_to_injury_outcome;time_from_injury_start_to_player_injury_signs;time_from_referee_action_to_medic_required;time_from_injury_start_to_medic_required;time_from_medic_required_to_assessment_starting_on_pitch;assessment_on_pitch_time;assessment_pitch_side_time;total_assessment_time;closest_player_action;closest_player_action_pressure;player_tactical_starting_position;match_number;match_name;team_name;player_name;player_shirt_number;competition_name;match_id
;;;;;;;;;;indirect_contact;opposing_player;;;lower_leg;;;;;;;;;;;;play_stopped;foul_for;medic_required;FALSE;;;;;yellow_card;;;;;;;;;active_engagement;;;1;;TEAM BRAVO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_leg;;;;;;;;;;;;play_stopped;injury_stoppage;medic_not_required;FALSE;;;;;;;;;;;;;;defensive_line_support;;;8;;TEAM OSCAR;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;ankle;;;;;;;;;;;;play_stopped;teammate_foul_for;medic_not_required;FALSE;;;;;red_card;;;;;;;;;clearance;;;26;;TEAM BRAVO;;;;
;;;;;;;;;;direct_contact;teammate;;;ankle;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;block;;;3;;TEAM FOXTROT;;;;
;;;;;;;;;;direct_contact;opposing_player;;;knee;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pushing_on;;;29;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;ball_contact;;;lower_arm;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;offer;;;31;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_arm;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;yellow_card;;;;;;;;;duel;;;15;;TEAM OSCAR;;;;
;;;;;;;;;;direct_contact;ball_contact;;;thigh;;;;;;;;;;;;play_stopped;foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;active_engagement;;;24;;TEAM OSCAR;;;;
;;;;;;;;;;non_contact;teammate;;;thigh;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_control;;;18;;TEAM BRAVO;;;;
;;;;;;;;;;direct_contact;other;;;thigh;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;ball_progression;;;28;;TEAM JULIETT;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_arm;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;ball_progression;;;9;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;elbow;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;11;;TEAM GOLF;;;;
;;;;;;;;;;direct_contact;opposing_player;;;hip_pelvis_groin;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;duel;;;14;;TEAM LIMA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;yellow_card;;;;;;;;;duel;;;3;;TEAM FOXTROT;;;;
;;;;;;;;;;non_contact;opposing_player;;;lower_leg;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;ball_progression;;;1;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;shoulder;;;;;;;;;;;;play_on;;medic_required;FALSE;;;;;;;;;;;;;;ball_progression;;;11;;TEAM GOLF;;;;
;;;;;;;;;;direct_contact;opposing_player;;;head;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;ball_progression;;;16;;TEAM NOVEMBER;;;;
;;;;;;;;;;non_contact;opposing_player;;;hands;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;yellow_card;;;;;;;;;active_engagement;;;24;;TEAM NOVEMBER;;;;
;;;;;;;;;;indirect_contact;ball_contact;;;lower_leg;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;pressing;;;3;;TEAM ECHO;;;;
;;;;;;;;;;direct_contact;ball_contact;;;upper_arm;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;defensive_line_support;;;27;;TEAM INDIA;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;thigh;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;goal_prevention;;;30;;TEAM MIKE;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;ankle;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;active_engagement;;;26;;TEAM BRAVO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;ankle;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;yellow_card;;;;;;;;;interception;;;27;;TEAM INDIA;;;;
;;;;;;;;;;indirect_contact;ball_contact;;;trunk;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;yellow_card;;;;;;;;;defensive_line_support;;;24;;TEAM OSCAR;;;;
;;;;;;;;;;direct_contact;opposing_player;;;upper_arm;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_control;;;19;;TEAM HOTEL;;;;
;;;;;;;;;;indirect_contact;other;;;upper_arm;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;sub;;;;;;;;;;;ball_progression;;;24;;TEAM OSCAR;;;;
;;;;;;;;;;direct_contact;opposing_player;;;head;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;offer;;;31;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;teammate;;;upper_arm;;;;;;;;;;;;play_stopped;other;medic_not_required;FALSE;;;;;;;;;;;;;;pass;;;22;;TEAM KILO;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;ankle;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;3;;TEAM ECHO;;;;
;;;;;;;;;;non_contact;opposing_player;;;upper_arm;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;block;;;24;;TEAM OSCAR;;;;
;;;;;;;;;;direct_contact;opposing_player;;;thigh;;;;;;;;;;;;no_action;;medic_not_required;TRUE;;;;;;;;;;;130.412552;;;active_engagement;;;16;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;foot;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_duel;;;19;;TEAM HOTEL;;;;
;;;;;;;;;;direct_contact;pitch_object;;;knee;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;pass;;;29;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;ball_contact;;;shoulder;;;;;;;;;;;;play_stopped;foul_against;medic_not_required;TRUE;;;;;;;;;;;45.345324;;;clearance;;;2;;TEAM DELTA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;head;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;yellow_card;;;;;;;;;;aerial_duel;;;11;;TEAM ECHO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;neck;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_duel;;;32;;TEAM MIKE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;knee;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;2;;TEAM CHARLIE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;trunk;;;;;;;;;;;;play_stopped;teammate_foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;goal_prevention;;;22;;TEAM JULIETT;;;;
;;;;;;;;;;direct_contact;opposing_player;;;upper_arm;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;ball_progression;;;10;;TEAM BRAVO;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;ankle;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_control;;;12;;TEAM HOTEL;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;lower_leg;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;block;;;23;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;thigh;;;;;;;;;;;;play_stopped;teammate_foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_control;;;10;;TEAM DELTA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;hip_pelvis_groin;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;aerial_duel;;;2;;TEAM CHARLIE;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_leg;;;;;;;;;;;;play_stopped;other;medic_not_required;FALSE;;;;;;;;;;;;;;active_engagement;;;20;;TEAM GOLF;;;;
;;;;;;;;;;non_contact;teammate;;;lower_arm;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;yellow_card;;;;;;;;;pressing;;;7;;TEAM MIKE;;;;
;;;;;;;;;;indirect_contact;teammate;;;upper_arm;;;;;;;;;;;;play_stopped;foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;duel;;;19;;TEAM ECHO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_leg;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;yellow_card;;;;;;;;;active_engagement;;;26;;TEAM BRAVO;;;;
;;;;;;;;;;direct_contact;teammate;;;unidentifiable;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;duel;;;31;;TEAM ALPHA;;;;
;;;;;;;;;;direct_contact;other;;;trunk;;;;;;;;;;;;play_stopped;foul_against;medic_not_required;FALSE;;;;;;;;;;;;;;goal_prevention;;;21;;TEAM LIMA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;knee;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;ball_progression;;;7;;TEAM NOVEMBER;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;ankle;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;pushing_on;;;21;;TEAM INDIA;;;;
;;;;;;;;;;indirect_contact;other;;;upper_arm;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;duel;;;17;;TEAM ALPHA;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;foot;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;duel;;;11;;TEAM ECHO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;lower_leg;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;sub;;;;;;;;;;;interception;;;6;;TEAM KILO;;;;
;;;;;;;;;;non_contact;opposing_player;;;shoulder;;;;;;;;;;;;play_stopped;foul_against;medic_required;FALSE;;;;;;;;;;;;;;pass;;;23;;TEAM PAPA;;;;
;;;;;;;;;;non_contact;opposing_player;;;knee;;;;;;;;;;;;play_on;;medic_not_required;TRUE;;;;;yellow_card;;;;;;208.981918;;;ball_progression;;;21;;TEAM INDIA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;ankle;;;;;;;;;;;;play_stopped;foul_for;medic_not_required;FALSE;;;;;;;;;;;;;;block;;;5;;TEAM JULIETT;;;;
;;;;;;;;;;non_contact;other;;;neck;;;;;;;;;;;;no_action;;medic_required;TRUE;;;;;;;;;;;244.110867;;;pass;;;9;;TEAM ALPHA;;;;
;;;;;;;;;;indirect_contact;opposing_player;;;elbow;;;;;;;;;;;;play_stopped;foul_against;medic_not_required;FALSE;;;;;yellow_card;;;;;;;;;interception;;;16;;TEAM PAPA;;;;
;;;;;;;;;;direct_contact;opposing_player;;;hands;;;;;;;;;;;;no_action;;medic_required;FALSE;;;;;;;;;;;;;;defensive_line_support;;;5;;TEAM JULIETT;;;;
;;;;;;;;;;direct_contact;opposing_player;;;shoulder;;;;;;;;;;;;no_action;;medic_not_required;FALSE;;;;;;;;;;;;;;offer;;;22;;TEAM KILO;;;;
;;;;;;;;;;direct_contact;opposing_player;;;unidentifiable;;;;;;;;;;;;play_on;;medic_not_required;FALSE;;;;;;;;;;;;;;attempt_at_goal;;;12;;TEAM FOXTROT;;;;
